filename,label
aabuyfvwrh.mp4,0.6110244393348694
aaccnjbbxw.mp4,0.7154438495635986
aacporghzp.mp4,0.6219659447669983
aahdwkciqw.mp4,0.9445279836654663
aahkgsltxw.mp4,0.9519627094268799
aaiqegjkrj.mp4,0.9365553855895996
aajxdztmpb.mp4,0.09895342588424683
aakkhbgnjp.mp4,0.9362635612487793
aanvfngndg.mp4,0.10429871082305908
aaqaifqrwn.mp4,0.944856584072113
aasobppfwe.mp4,0.9039540886878967
aawguqttmk.mp4,0.9875646829605103
abgrdkbhch.mp4,0.6719678640365601
abmdetdeok.mp4,0.944494366645813
abteztchqz.mp4,0.6613699793815613
abxrjzzetq.mp4,0.3058422803878784
accfrqkrni.mp4,0.7083250880241394
acffugkzgj.mp4,0.9614304304122925
acqawykwfs.mp4,0.8309891223907471
actlcrgiug.mp4,0.04793596267700195
addygiubph.mp4,0.3227052688598633
adfufsvmcl.mp4,0.8308100700378418
adhwkmcxpl.mp4,0.9785723090171814
adhwnjtpky.mp4,0.563387930393219
adwrokpofy.mp4,0.015111684799194336
adzogkbmuo.mp4,0.8021753430366516
aeolxtsnfc.mp4,0.12144643068313599
aevbmlbayq.mp4,0.3094433546066284
afbhfqnswr.mp4,0.9567634463310242
agdqtpimwr.mp4,0.9381123185157776
aggepsqvqg.mp4,0.031586527824401855
aglqdsqmim.mp4,0.8148423433303833
aguxjvffln.mp4,0.014169394969940186
ahanoygyei.mp4,0.0105363130569458
ahkibiituu.mp4,0.02621638774871826
aknrpivxgd.mp4,0.991333544254303
alddoocxqo.mp4,0.7599607110023499
alevzwjovd.mp4,0.859542191028595
alvymawvku.mp4,0.9313077926635742
alypwytrnl.mp4,0.06612318754196167
amdrqfyqgr.mp4,0.5433584451675415
amoyritjif.mp4,0.8833625912666321
anpptpyvxe.mp4,0.4125303626060486
aogzzemcnc.mp4,0.006889402866363525
aovskzsqqy.mp4,0.8894098997116089
aozliqzela.mp4,0.9911964535713196
apasrbjbwu.mp4,0.8452224135398865
apdmamltet.mp4,0.5
apedduehoy.mp4,0.05639415979385376
apfribzdle.mp4,0.5638514161109924
apjktzsawg.mp4,0.8622100353240967
apojgziubj.mp4,0.988146960735321
apzcbdmlux.mp4,0.006493866443634033
apztusvlxo.mp4,0.6481485366821289
aqfnbkwyct.mp4,0.8679656982421875
aqmbbmicfa.mp4,0.7064875364303589
aqpcbawfuc.mp4,0.5295140743255615
arcrbzosjg.mp4,0.009940922260284424
arixtqglae.mp4,0.792412281036377
arjihnnsxp.mp4,0.5893709063529968
aruyyclubn.mp4,0.7658261060714722
arwiyweadv.mp4,0.06728959083557129
arwyjgnvlp.mp4,0.9900174736976624
asarlqgmqi.mp4,0.9565122127532959
asdzplbhnm.mp4,0.7479991316795349
ashnmocbih.mp4,0.7253575921058655
aspxqtipuv.mp4,0.6564891338348389
asyjnjjldz.mp4,0.707334578037262
atedpzfvyf.mp4,0.09734821319580078
atpngxfnhr.mp4,0.9732339382171631
atwqjgynix.mp4,0.019924283027648926
aubopmoghu.mp4,0.0057572126388549805
aucdquhxmk.mp4,0.027255117893218994
aucjnglfvy.mp4,0.41600775718688965
aukacmqeru.mp4,0.792696475982666
autarxwghk.mp4,0.7665395736694336
auysreeedq.mp4,0.9701886773109436
avcohlhxjr.mp4,0.01234346628189087
avlbihahvk.mp4,0.982301652431488
avmrqfwizg.mp4,0.8171513676643372
avmtuoxxer.mp4,0.780048131942749
avtdwylihb.mp4,0.5
avttogwbyz.mp4,0.15087497234344482
awsznciprw.mp4,0.019752681255340576
awzgjaqzyu.mp4,0.5
axfwtbbwyu.mp4,0.7873345017433167
axmfwwuair.mp4,0.8796049356460571
axrnokhrnk.mp4,0.017146944999694824
axsgyeohxb.mp4,0.5
aybtugbqxp.mp4,0.9225373864173889
aykkbovtgl.mp4,0.028094768524169922
azbfqpllmy.mp4,0.02719104290008545
azcdenjart.mp4,0.07344561815261841
azvwhtagug.mp4,0.9268345236778259
baapjchyrg.mp4,0.7161952257156372
badkwlcjqx.mp4,0.9015019536018372
bamgphbnub.mp4,0.009467005729675293
bauyxacgfk.mp4,0.98746657371521
bbdudcrakk.mp4,0.9163832068443298
bbdymgviqv.mp4,0.6296314001083374
bbeouqcdzs.mp4,0.565597653388977
bbjqbowaaq.mp4,0.8377357125282288
bbjtivfdzq.mp4,0.777778148651123
bbkatcxqpi.mp4,0.5847741961479187
bbpjgsfveo.mp4,0.9865241050720215
bcgjlsupne.mp4,0.02259683609008789
bcxojybwjj.mp4,0.7449532151222229
bdbfpoumql.mp4,0.7314004302024841
bdbryopkaa.mp4,0.6843822598457336
bgthumekak.mp4,0.13279962539672852
bhiuelvdgr.mp4,0.6317976117134094
bhjdhrylae.mp4,0.7108750939369202
bhqcqwcise.mp4,0.1347101330757141
bhybspbwwa.mp4,0.02141672372817993
bisyqoikns.mp4,0.023719966411590576
bjhglfghge.mp4,0.2533785104751587
bjhxjfenwo.mp4,0.3687070608139038
bjihincwwb.mp4,0.6457379460334778
bjlmreemtq.mp4,0.7119348645210266
bjsjjfeozt.mp4,0.5590090751647949
bjtgipnmzu.mp4,0.5909357666969299
bkjhfcvsig.mp4,0.03505498170852661
blboswgcsn.mp4,0.5637323260307312
bldqetfopy.mp4,0.43924474716186523
blmuzhjygg.mp4,0.041667163372039795
blnnqgjuck.mp4,0.7834483981132507
blppqzkjlq.mp4,0.8525886535644531
blqgpxokwq.mp4,0.2253350019454956
bmauyodcax.mp4,0.8286092281341553
bmhoxgozft.mp4,0.018850862979888916
bmiofvaobi.mp4,0.02914673089981079
bmqxraeqaw.mp4,0.6421336531639099
bnbpburtrc.mp4,0.004343688488006592
bnldaxdhwf.mp4,0.6668734550476074
bnoguraavi.mp4,0.7130635976791382
bnrvmjfihd.mp4,0.7535302639007568
bnsxuqhoei.mp4,0.022023022174835205
